,Ab_ID,1,2,3,3A,4,4A,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,32A,32B,33,33A,33B,33C,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,67A,68,69,70,71,72,73,74,75,75A,75B,76,77,78,79,80,81,82,82A,82B,82C,82D,82E,82F,82G,82H,83,84,85,85A,85B,85C,85D,85E,85F,85G,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,111A,111B,111C,111D,111E,111F,111G,111H,111I,111J,111K,111L,111M,111N,111O,111P,111Q,111R,111S,111T,111U,111V,111W,111X,111Y,111Z,112Z,112Y,112X,112W,112V,112U,112T,112S,112R,112Q,112P,112O,112N,112M,112L,112K,112J,112I,112H,112G,112F,112E,112D,112C,112B,112A,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,32A,33,33A,34,35,36,37,38,39,40,41,42,43,44,44A,45,45A,46,47,48,49,50,51,52,53,54,55,56,57,58,59,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,80A,81,81A,82,82A,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,111A,111B,111C,112C,112B,112A,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
2036,5y2k,14.0,18.0,14.0,21.0,10.0,21.0,18.0,4.0,16.0,6.0,6.0,6.0,18.0,18.0,14.0,13.0,6.0,17.0,16.0,10.0,15.0,10.0,16.0,2.0,4.0,1.0,16.0,6.0,5.0,17.0,16.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,1.0,20.0,1.0,11.0,7.0,19.0,18.0,15.0,14.0,1.0,13.0,6.0,9.0,6.0,10.0,4.0,19.0,18.0,1.0,18.0,8.0,17.0,5.0,3.0,21.0,21.0,6.0,6.0,20.0,14.0,20.0,20.0,21.0,1.0,3.0,16.0,18.0,9.0,21.0,6.0,15.0,21.0,21.0,5.0,17.0,8.0,16.0,15.0,3.0,8.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,15.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,10.0,7.0,10.0,7.0,11.0,12.0,16.0,10.0,15.0,1.0,4.0,3.0,17.0,1.0,18.0,20.0,20.0,2.0,1.0,15.0,3.0,13.0,10.0,17.0,9.0,10.0,10.0,13.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,3.0,19.0,18.0,16.0,6.0,6.0,20.0,5.0,3.0,20.0,19.0,6.0,14.0,6.0,17.0,10.0,18.0,17.0,18.0,16.0,16.0,16,20,4,10,17,14,13,13,16,21,18,16,18,16,13,6,14,17,1,16,8,17,2,16,6,3,9,10,6,21,21,21,21,21,21,21,21,3,9,20,1,2,19,20,14,14,21,9,21,13,6,14,16,13,18,10,18,8,20,14,3,21,21,21,21,21,16,9,15,13,16,6,8,13,21,4,15,5,16,6,16,12,21,21,21,21,21,16,6,12,17,1,17,10,17,8,16,6,17,14,1,11,3,4,1,3,20,20,2,14,1,19,3,16,21,21,21,21,21,21,21,21,21,21,16,17,18,18,5,6,17,6,17,9,18,17,18,10
2037,5y2l,14.0,18.0,14.0,21.0,10.0,21.0,14.0,14.0,16.0,6.0,1.0,4.0,18.0,9.0,9.0,13.0,6.0,16.0,16.0,18.0,15.0,18.0,16.0,2.0,9.0,1.0,16.0,6.0,6.0,17.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,12.0,12.0,12.0,1.0,8.0,12.0,19.0,18.0,15.0,14.0,1.0,13.0,6.0,14.0,6.0,10.0,4.0,19.0,11.0,6.0,6.0,8.0,8.0,13.0,11.0,21.0,21.0,5.0,6.0,17.0,1.0,9.0,20.0,21.0,16.0,14.0,12.0,5.0,14.0,21.0,6.0,15.0,21.0,21.0,18.0,1.0,8.0,17.0,1.0,3.0,4.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,17.0,6.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,1.0,16.0,11.0,4.0,10.0,16.0,16.0,10.0,15.0,16.0,4.0,3.0,17.0,1.0,18.0,20.0,20.0,2.0,1.0,15.0,16.0,15.0,3.0,10.0,10.0,10.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,5.0,13.0,7.0,7.0,1.0,10.0,16.0,13.0,19.0,6.0,15.0,6.0,17.0,11.0,18.0,17.0,18.0,16.0,16.0,3,8,18,11,17,14,16,13,6,17,10,16,10,16,13,6,4,15,1,17,21,10,16,2,15,1,16,14,16,18,21,21,21,21,21,21,21,16,16,16,20,10,1,19,20,14,21,14,21,9,13,6,14,1,13,15,10,10,8,20,15,21,21,21,21,21,1,16,16,15,1,17,6,8,13,21,3,15,5,16,6,16,21,6,21,21,21,21,16,6,17,3,5,17,10,17,8,16,15,10,4,13,4,3,5,1,18,20,20,2,14,14,20,6,21,21,21,21,21,21,21,21,21,21,16,16,5,17,5,6,14,6,17,9,18,4,8,9
2038,5y9j,14.0,18.0,14.0,21.0,10.0,21.0,14.0,14.0,16.0,6.0,1.0,4.0,18.0,9.0,9.0,13.0,6.0,16.0,16.0,18.0,15.0,18.0,16.0,2.0,9.0,1.0,16.0,6.0,6.0,17.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,12.0,12.0,12.0,1.0,8.0,12.0,19.0,18.0,15.0,14.0,1.0,13.0,6.0,14.0,6.0,10.0,4.0,19.0,11.0,6.0,6.0,8.0,8.0,13.0,11.0,21.0,21.0,5.0,6.0,17.0,1.0,9.0,20.0,21.0,16.0,14.0,12.0,5.0,14.0,21.0,6.0,15.0,21.0,21.0,18.0,1.0,8.0,17.0,1.0,3.0,4.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,17.0,6.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,1.0,16.0,11.0,4.0,10.0,16.0,16.0,10.0,15.0,16.0,4.0,3.0,17.0,1.0,18.0,20.0,20.0,2.0,1.0,15.0,16.0,15.0,3.0,10.0,10.0,10.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,5.0,13.0,7.0,7.0,1.0,10.0,16.0,13.0,19.0,6.0,15.0,6.0,17.0,11.0,18.0,17.0,18.0,16.0,16.0,16,16,4,10,17,14,3,13,1,21,18,16,18,1,10,6,14,17,18,15,18,17,2,14,6,3,16,10,15,21,21,21,21,21,21,21,21,16,20,20,1,16,19,20,14,14,21,9,21,13,6,14,1,13,18,10,18,8,20,6,9,21,21,21,21,21,12,12,15,13,16,6,8,13,21,3,15,5,16,6,16,16,21,21,21,21,21,16,6,12,17,1,16,10,17,8,17,6,1,14,1,4,3,4,1,3,20,20,2,16,16,15,3,16,16,21,21,21,21,21,21,21,21,6,12,7,19,18,5,6,6,6,17,4,10,17,18,10
2039,5y9k,14.0,18.0,14.0,21.0,10.0,21.0,14.0,14.0,16.0,6.0,13.0,6.0,10.0,18.0,9.0,13.0,16.0,14.0,17.0,10.0,16.0,10.0,17.0,2.0,6.0,8.0,16.0,6.0,3.0,16.0,18.0,16.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,9.0,16.0,1.0,1.0,19.0,12.0,19.0,8.0,15.0,14.0,16.0,13.0,16.0,15.0,6.0,10.0,4.0,19.0,10.0,6.0,15.0,17.0,20.0,20.0,15.0,16.0,21.0,9.0,19.0,7.0,12.0,3.0,20.0,21.0,1.0,18.0,16.0,18.0,9.0,21.0,16.0,15.0,21.0,21.0,8.0,17.0,8.0,12.0,13.0,3.0,17.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,9.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,14.0,5.0,16.0,10.0,14.0,10.0,12.0,16.0,18.0,17.0,13.0,4.0,3.0,17.0,1.0,18.0,20.0,20.0,2.0,1.0,15.0,6.0,14.0,11.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,6.0,1.0,10.0,3.0,18.0,19.0,6.0,14.0,6.0,17.0,17.0,18.0,17.0,18.0,16.0,16.0,16,16,4,10,17,14,3,13,1,21,18,16,18,1,10,6,14,17,18,15,18,17,2,14,6,3,16,10,15,21,21,21,21,21,21,21,21,16,20,20,1,16,19,20,14,14,21,9,21,13,6,14,1,13,18,10,18,8,20,6,9,21,21,21,21,21,12,12,15,13,16,6,8,13,21,3,15,5,16,6,16,16,21,21,21,21,21,16,6,12,17,1,16,10,17,8,17,6,1,14,1,4,3,4,1,3,20,20,2,16,16,15,3,16,16,21,21,21,21,21,21,21,21,6,12,7,19,18,5,6,6,6,17,4,10,17,18,10
2040,5yax,4.0,18.0,14.0,21.0,10.0,21.0,14.0,14.0,16.0,6.0,1.0,4.0,10.0,18.0,15.0,13.0,6.0,17.0,16.0,18.0,9.0,11.0,16.0,2.0,9.0,1.0,1.0,6.0,20.0,17.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,9.0,20.0,19.0,8.0,6.0,19.0,18.0,9.0,14.0,15.0,13.0,6.0,7.0,6.0,10.0,4.0,19.0,8.0,6.0,3.0,8.0,7.0,13.0,6.0,21.0,21.0,16.0,5.0,20.0,16.0,12.0,20.0,21.0,12.0,4.0,9.0,5.0,9.0,21.0,6.0,9.0,21.0,21.0,1.0,17.0,10.0,17.0,1.0,3.0,17.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,16.0,16.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,1.0,20.0,11.0,14.0,10.0,16.0,16.0,10.0,17.0,16.0,4.0,3.0,16.0,1.0,8.0,20.0,20.0,2.0,1.0,15.0,3.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,12.0,20.0,6.0,3.0,19.0,6.0,14.0,6.0,17.0,16.0,18.0,17.0,18.0,16.0,16.0,14,16,18,10,17,14,13,13,16,21,1,16,6,17,13,6,14,15,18,17,8,16,2,16,6,16,16,16,12,8,21,21,21,21,21,21,6,16,20,20,18,20,19,20,14,14,21,5,21,13,6,17,1,13,9,10,10,8,20,6,12,21,21,21,21,21,12,14,15,13,16,6,18,13,21,3,15,5,16,6,16,9,21,21,21,21,21,16,6,17,16,1,16,10,1,8,17,6,10,14,1,4,3,4,1,3,20,20,2,14,16,20,3,16,16,21,21,21,21,21,21,21,21,10,16,6,18,8,5,6,6,6,17,9,10,17,18,10
2041,5yd3,4.0,18.0,14.0,21.0,10.0,21.0,14.0,14.0,16.0,6.0,1.0,4.0,10.0,18.0,15.0,13.0,6.0,17.0,16.0,18.0,9.0,11.0,16.0,2.0,9.0,1.0,1.0,6.0,20.0,17.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,9.0,20.0,19.0,8.0,6.0,19.0,18.0,9.0,14.0,15.0,13.0,6.0,7.0,6.0,10.0,4.0,19.0,8.0,6.0,3.0,8.0,7.0,13.0,6.0,21.0,21.0,16.0,5.0,20.0,16.0,12.0,20.0,21.0,12.0,4.0,9.0,5.0,9.0,21.0,6.0,9.0,21.0,21.0,1.0,17.0,10.0,17.0,1.0,3.0,17.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,16.0,16.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,1.0,20.0,11.0,14.0,10.0,16.0,16.0,10.0,17.0,16.0,4.0,3.0,16.0,1.0,8.0,20.0,20.0,2.0,1.0,15.0,3.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,12.0,20.0,6.0,3.0,19.0,6.0,14.0,6.0,17.0,16.0,18.0,17.0,18.0,16.0,16.0,3,8,18,11,17,14,1,1,13,16,18,16,18,17,13,6,4,16,18,16,8,16,2,15,16,16,9,16,10,10,7,15,21,21,21,12,6,12,17,20,10,5,19,5,10,14,21,15,21,13,6,14,16,13,14,10,10,8,20,15,11,21,21,21,21,21,16,12,10,1,16,6,18,13,21,3,15,5,16,6,16,6,21,21,21,21,21,16,6,17,1,5,17,10,15,8,16,15,18,4,1,4,3,18,6,18,20,20,2,11,14,7,10,4,21,21,21,21,21,21,21,21,21,21,20,13,20,17,5,6,16,6,17,9,10,4,10,9
2042,5yd4,4.0,18.0,14.0,21.0,10.0,21.0,14.0,14.0,16.0,6.0,1.0,4.0,10.0,18.0,15.0,13.0,6.0,17.0,16.0,18.0,9.0,11.0,16.0,2.0,9.0,1.0,1.0,6.0,20.0,17.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,9.0,20.0,19.0,8.0,6.0,19.0,18.0,9.0,14.0,15.0,13.0,6.0,7.0,6.0,10.0,4.0,19.0,8.0,6.0,3.0,8.0,7.0,13.0,6.0,21.0,21.0,16.0,5.0,20.0,16.0,12.0,20.0,21.0,12.0,4.0,9.0,5.0,9.0,21.0,6.0,9.0,21.0,21.0,1.0,17.0,10.0,17.0,1.0,3.0,17.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,16.0,16.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,1.0,20.0,11.0,14.0,10.0,16.0,16.0,10.0,17.0,16.0,4.0,3.0,16.0,1.0,8.0,20.0,20.0,2.0,1.0,15.0,3.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,12.0,20.0,6.0,3.0,19.0,6.0,14.0,6.0,17.0,16.0,18.0,17.0,18.0,16.0,16.0,3,8,18,11,17,14,1,1,13,16,18,16,18,17,13,6,4,16,18,16,8,16,2,15,16,16,9,16,10,10,7,15,21,21,21,12,6,12,17,20,10,5,19,5,10,14,21,15,21,13,6,14,16,13,14,10,10,8,20,15,11,21,21,21,21,21,16,12,10,1,16,6,18,13,21,3,15,5,16,6,16,6,21,21,21,21,21,16,6,17,1,5,17,10,15,8,16,15,18,4,1,4,3,18,6,18,20,20,2,11,14,7,10,4,21,21,21,21,21,21,21,21,21,21,20,13,20,17,5,6,16,6,17,9,10,4,10,9
2043,5yd5,14.0,8.0,14.0,21.0,10.0,21.0,18.0,14.0,16.0,6.0,13.0,4.0,10.0,9.0,9.0,13.0,6.0,4.0,17.0,18.0,9.0,8.0,16.0,2.0,9.0,1.0,16.0,6.0,20.0,17.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,3.0,20.0,16.0,11.0,7.0,19.0,18.0,9.0,14.0,1.0,13.0,6.0,9.0,6.0,10.0,9.0,19.0,11.0,6.0,19.0,8.0,12.0,17.0,4.0,21.0,21.0,17.0,6.0,4.0,13.0,17.0,20.0,21.0,1.0,3.0,3.0,5.0,9.0,21.0,6.0,15.0,21.0,21.0,5.0,1.0,5.0,16.0,10.0,4.0,17.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,1.0,17.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,1.0,20.0,10.0,14.0,8.0,12.0,12.0,10.0,9.0,12.0,4.0,3.0,17.0,1.0,17.0,20.0,5.0,2.0,6.0,15.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,3.0,20.0,19.0,6.0,14.0,6.0,17.0,17.0,10.0,17.0,18.0,16.0,16.0,3,8,18,11,17,14,1,1,13,16,18,16,18,17,13,6,4,16,18,16,8,16,2,15,16,16,9,16,10,10,7,15,21,21,21,12,6,12,17,20,10,5,19,5,10,14,21,15,21,13,6,14,16,13,14,10,10,8,20,15,11,21,21,21,21,21,16,12,10,1,16,6,18,13,21,3,15,5,16,6,16,6,21,21,21,21,21,16,6,17,1,5,17,10,15,8,16,15,18,4,1,4,3,18,6,18,20,20,2,11,14,7,10,4,21,21,21,21,21,21,21,21,21,21,20,13,20,17,5,6,16,6,17,9,10,4,10,9
2044,5ye4,4.0,8.0,14.0,21.0,10.0,21.0,14.0,14.0,16.0,6.0,13.0,4.0,10.0,18.0,9.0,13.0,6.0,1.0,16.0,18.0,9.0,18.0,16.0,2.0,9.0,1.0,16.0,6.0,5.0,13.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,17.0,20.0,12.0,8.0,20.0,19.0,18.0,8.0,14.0,16.0,7.0,6.0,9.0,16.0,10.0,4.0,19.0,8.0,6.0,20.0,8.0,3.0,13.0,20.0,21.0,21.0,12.0,6.0,6.0,17.0,16.0,20.0,21.0,12.0,14.0,9.0,5.0,15.0,21.0,6.0,9.0,21.0,21.0,1.0,17.0,10.0,17.0,18.0,3.0,9.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,16.0,16.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,1.0,20.0,11.0,7.0,10.0,12.0,16.0,10.0,17.0,16.0,4.0,3.0,16.0,1.0,18.0,20.0,20.0,2.0,1.0,15.0,15.0,19.0,20.0,17.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,3.0,6.0,3.0,19.0,5.0,1.0,20.0,19.0,6.0,14.0,6.0,17.0,10.0,18.0,17.0,18.0,16.0,1.0,3,8,14,11,17,14,16,13,16,16,10,16,1,16,10,6,3,9,18,17,8,17,2,15,1,16,14,3,8,21,21,21,21,21,21,21,21,12,12,20,8,1,19,5,14,7,21,9,21,13,6,9,6,13,15,10,10,8,20,20,17,21,21,21,21,21,16,17,10,14,13,6,8,13,21,16,15,5,16,6,16,6,21,21,21,21,21,16,6,15,3,20,16,5,16,8,15,12,10,4,13,4,3,8,1,17,20,20,2,10,14,20,3,21,21,21,21,21,21,21,21,21,21,21,12,10,15,17,5,6,6,6,17,9,10,4,8,9
2045,5yfi,14.0,18.0,14.0,21.0,10.0,21.0,18.0,4.0,16.0,6.0,6.0,6.0,18.0,18.0,14.0,13.0,6.0,15.0,16.0,10.0,15.0,10.0,16.0,2.0,1.0,1.0,16.0,6.0,5.0,8.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,16.0,20.0,1.0,11.0,7.0,19.0,18.0,15.0,14.0,1.0,13.0,6.0,12.0,6.0,10.0,4.0,19.0,18.0,1.0,5.0,11.0,16.0,20.0,3.0,21.0,21.0,6.0,16.0,12.0,9.0,9.0,20.0,21.0,1.0,3.0,16.0,18.0,9.0,21.0,6.0,15.0,21.0,21.0,5.0,17.0,8.0,16.0,15.0,3.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,9.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,10.0,20.0,10.0,14.0,11.0,12.0,16.0,10.0,15.0,1.0,4.0,3.0,17.0,1.0,18.0,20.0,20.0,2.0,1.0,15.0,3.0,15.0,6.0,8.0,1.0,1.0,6.0,6.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,12.0,20.0,20.0,20.0,20.0,6.0,11.0,3.0,18.0,19.0,6.0,14.0,6.0,17.0,17.0,18.0,17.0,18.0,16.0,16.0,3,8,9,11,17,14,16,13,16,16,11,20,18,16,10,6,4,15,18,17,8,17,2,9,1,16,14,3,8,21,21,21,21,21,21,21,21,12,15,20,10,16,19,5,14,14,21,9,21,13,6,9,16,13,9,17,10,8,20,15,1,21,21,21,21,21,12,15,11,10,3,6,18,13,21,16,15,5,16,6,16,6,21,21,21,21,21,16,6,14,3,20,16,10,17,8,16,16,10,4,20,4,3,11,6,12,20,20,2,10,14,20,3,4,21,21,21,21,21,21,21,21,21,21,5,13,5,17,5,6,16,6,17,9,10,4,8,9
2046,5yoy,14.0,18.0,9.0,21.0,10.0,21.0,14.0,4.0,16.0,6.0,1.0,4.0,10.0,18.0,9.0,13.0,6.0,1.0,16.0,1.0,9.0,1.0,1.0,2.0,4.0,1.0,16.0,6.0,20.0,17.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,16.0,20.0,19.0,8.0,7.0,19.0,18.0,9.0,14.0,15.0,13.0,6.0,14.0,6.0,10.0,3.0,19.0,8.0,6.0,4.0,8.0,12.0,17.0,16.0,21.0,21.0,16.0,6.0,15.0,17.0,12.0,20.0,21.0,12.0,4.0,15.0,5.0,9.0,21.0,12.0,9.0,21.0,21.0,1.0,17.0,10.0,17.0,18.0,3.0,9.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,16.0,16.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,1.0,20.0,8.0,14.0,10.0,16.0,16.0,10.0,17.0,16.0,4.0,3.0,16.0,1.0,18.0,20.0,20.0,2.0,1.0,15.0,4.0,6.0,5.0,6.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,12.0,14.0,16.0,10.0,3.0,20.0,19.0,6.0,14.0,6.0,17.0,16.0,10.0,17.0,18.0,16.0,16.0,4,8,18,10,17,14,16,13,1,17,10,16,10,16,13,6,4,15,1,17,10,16,2,15,1,16,14,16,18,21,21,21,21,21,21,21,21,20,16,20,10,1,19,20,14,14,21,9,21,13,6,14,1,13,15,10,10,8,20,3,1,21,21,21,21,21,16,12,15,1,17,6,8,13,21,1,15,5,16,6,16,6,21,21,21,21,21,16,6,17,3,5,17,10,17,8,16,16,10,4,13,4,3,5,1,18,20,20,2,14,14,15,16,12,21,21,21,21,21,21,21,21,21,19,13,13,5,17,5,6,13,6,17,9,18,3,8,9
2047,5ysl,4.0,18.0,9.0,21.0,10.0,21.0,18.0,4.0,16.0,6.0,6.0,6.0,10.0,18.0,14.0,13.0,6.0,6.0,16.0,15.0,9.0,10.0,16.0,2.0,1.0,1.0,16.0,6.0,5.0,17.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.0,3.0,20.0,6.0,11.0,1.0,19.0,18.0,15.0,14.0,1.0,13.0,6.0,9.0,6.0,13.0,4.0,19.0,8.0,1.0,5.0,8.0,16.0,12.0,10.0,21.0,21.0,21.0,16.0,15.0,8.0,20.0,20.0,21.0,1.0,3.0,17.0,18.0,17.0,21.0,6.0,15.0,21.0,21.0,5.0,17.0,8.0,16.0,15.0,4.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,3.0,9.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,10.0,5.0,10.0,4.0,11.0,16.0,16.0,10.0,15.0,16.0,4.0,3.0,16.0,1.0,8.0,20.0,20.0,2.0,17.0,15.0,3.0,3.0,6.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,15.0,18.0,3.0,20.0,19.0,6.0,14.0,6.0,1.0,17.0,10.0,17.0,18.0,16.0,16.0,3,8,8,10,17,14,16,13,1,8,11,16,1,16,10,6,4,15,18,17,10,17,2,17,1,16,16,16,18,16,21,21,21,21,21,21,21,16,16,20,10,7,19,20,14,14,21,9,21,13,6,16,16,13,9,10,19,8,20,16,17,21,21,21,21,21,20,12,10,1,6,1,18,13,21,13,15,5,16,6,16,6,21,21,21,21,21,16,6,17,16,20,16,10,17,8,16,16,11,4,1,4,3,1,1,17,20,20,2,14,14,20,7,15,21,21,21,21,21,21,21,21,21,21,16,13,19,17,5,6,6,6,17,9,10,4,8,9
